edge_id,node1,node2,weight,community1,community2,inter_community
413aa2ec-b367-4fa2-bcce-b472db81ca78,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,5ecbb3d3-d485-496b-8a15-5395084c9dc6,1.0,0,0,False
1438ac97-0999-4b79-a48e-adcbc90a971b,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,83a0d3d7-ac61-4f72-b90f-64a1b871965f,1.0,0,0,False
44b8ce27-ddb3-486a-84bc-37e854310c6a,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,a3f5d826-3f14-4e87-a4f0-8462eccfdf43,1.0,0,0,False
9f69f2e2-dd6d-4736-83a8-29eb2495720c,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,c94e72ad-3742-4b2c-8fc0-962d305d5620,1.0,0,0,False
65c37697-a31a-4dcd-a0df-13a577e1c247,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,a7e43423-e093-4682-a945-a96f8af91a35,1.0,0,0,False
bd01fe9f-a2c2-4557-bf6e-0f1b9fbb4200,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,22115fea-f60f-48ac-8e1d-9a85c8ccdd25,1.0,0,0,False
40f67502-f725-413b-b1c7-44fa47e9d903,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,0b4ef6df-23f9-4999-b484-dd8effb957bb,1.0,0,0,False
b63fc16e-4e80-48de-b80b-07813c6215ac,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,5e28e9e6-38de-4d6f-803a-2c6c1a69fac1,1.0,0,0,False
420d95b5-bda9-45a9-bc26-28d370a30760,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,327e8396-3733-4b37-8b5e-41e838ada3b1,1.0,0,0,False
d82f8f44-e033-45ae-9533-d8b9038528db,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,409bf46e-8ff2-4d68-a2ea-e25466316902,1.0,0,0,False
653a5fb8-2340-4191-9ca4-64dc7c032a2d,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,9b179d70-4acb-4c6f-bd14-34bea55c6519,1.0,0,0,False
3102d063-c12e-4294-b556-092b179845de,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,ed069ecf-c559-4207-a72b-3684b410e4a2,1.0,0,0,False
d6cc883a-82a3-4216-9220-90c847efcafb,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,ec7d574c-9395-4f91-8f04-6f7f2b53baba,1.0,0,0,False
3ba0321b-1b0b-4248-a15f-5933d8a3ab88,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,0cefdd90-697f-46ab-986e-f8b61e6c02db,1.0,0,0,False
2cbe8a23-c9fb-4577-9179-591fa85f7964,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,8c154b24-3213-431d-bf4c-fdf1a0c2dfb2,1.0,0,0,False
a4afeb1d-930f-4a74-914c-79043c182698,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,6d3f6dcc-5a93-4858-8626-474cf3c2a681,1.0,0,0,False
4d99729a-0736-4dd5-b5c7-2a290be74fd7,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,5d67fb31-7781-4f74-9de1-25d8f9e5e345,1.0,0,0,False
0403b41c-45af-40f5-a967-ae75ef71cb8e,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,b0b5507c-34da-4660-a528-17b9c512edd6,1.0,0,0,False
beaad1fa-c704-41d9-8b35-479a92286182,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,6f334add-e16f-42ea-adde-ee453d342c69,1.0,0,0,False
9aa65ac5-6e21-48ec-947e-e59ad77a4a09,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,6441144e-07be-4337-95df-131298b66a9e,1.0,0,0,False
d9c4bae8-9360-4fcd-a694-b4ad2766c019,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,a9e26b47-341f-4a70-84f3-a5a1382c7ed6,1.0,0,0,False
3a5c4a3c-0fc8-481d-a320-8292478108b3,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,70456ca7-263e-49fb-8442-e7c47791136d,1.0,0,0,False
94ca558d-7623-4bb7-abad-6846c7f8614f,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,4d8a85ad-8403-45a3-bbb2-e3a616bc98d5,1.0,0,0,False
b648dc5d-0341-440f-a4b2-b33c9a534c88,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,4ea42f7e-8621-4e98-bd79-994476d2878e,1.0,0,0,False
efacf423-e16d-4f73-9cd4-bee3ae1fd84e,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,bef39538-ff63-49b2-8b48-ea1917414052,1.0,0,0,False
f016e926-a81c-4240-84c5-efad33ace2bb,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,f550698d-7e76-4b6e-ac46-395ca8a232d0,1.0,0,0,False
1e841476-6b5a-4842-a8e4-d5bdcc9eb08a,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,23745f2b-d085-49b1-aa34-fec88da4df75,1.0,0,0,False
602da534-dda1-4d4c-bf79-932ba7b5f09d,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,31878868-6b8a-4656-aa36-29a16ad5b2fc,1.0,0,0,False
1711ade8-094b-42bd-a152-4b944d6fdee7,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,acd5ca17-3c37-4e2d-b375-29b163044c76,1.0,0,0,False
97f5adc2-2d5c-4c98-b56e-88c2663f722c,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,60f8e14d-1831-4a83-be0b-9b3b2e369b96,1.0,0,0,False
405ada22-5e74-4c0b-a658-857b7d7a1bdb,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,f40a2249-1eb3-4cd9-bdac-3ebec2c2344d,1.0,0,0,False
b27e1ded-f566-41bb-a350-1e27f9997aec,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,28b65588-c42d-47b3-ac92-ecf7fca6204b,1.0,0,0,False
c88a1a13-4100-4354-afe0-6a418bda2277,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,c1b9c332-297c-49b9-b369-6fe8a45fd225,1.0,0,0,False
77723d72-dce4-4237-bf22-5fd1e23007d1,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,7419f5c5-856b-4da5-b0e1-aeed7bbdadd7,1.0,0,0,False
f1b54109-45ea-4471-9813-6d43ac246868,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,91996519-93b6-4541-a649-67a2c1c21d38,1.0,0,0,False
00c3744a-4a13-454e-820b-25a322ec1cdb,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,c2dbc7a3-2163-49e8-9da0-4585ec3618e1,1.0,0,0,False
e82be371-bf8a-4cfe-baae-3d5caa1b0556,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,82287456-feee-4f16-8f20-6f6713ef7a4e,1.0,0,0,False
eed44f9d-77f7-4241-a4f0-793ecc891572,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,92eae2c5-6f4c-4238-9f5f-28e44ac1c7f1,1.0,0,0,False
e8e75eb7-b78d-49b6-86ef-ca8e2c530f9c,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,f8add3ec-06b6-4933-a745-7cd96040ccf9,1.0,0,0,False
7f48358a-f748-46e3-8680-13e864612c94,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,7e8c02fb-0fad-40d9-8112-ef6fc016d7fd,1.0,0,0,False
225355fb-6d30-4555-8158-1897bd58aed4,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,7386e511-2e82-4c8f-b159-fcbc222b1f52,1.0,0,0,False
81854b5f-4dee-4df3-975c-1a3e513f7273,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,8d0672f8-d2ec-45de-a4da-345b931f1632,1.0,0,0,False
cf3f266d-a74f-4495-b420-c44cace6deca,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,7dd81563-624a-4da8-9fde-2e54cedc8894,1.0,0,0,False
8eec4490-8f14-48df-b767-e1dbbba4cfa9,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,f7025d3f-81ba-4790-add6-5bb1968cd086,1.0,0,0,False
95ce2839-1d60-4899-b293-06b03525bf65,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,3bfa2e71-6f2f-4c2a-9c3d-805eed1ce843,1.0,0,0,False
921637c2-74e7-4d4b-a12d-9dfbcec4b28b,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,c67ce2d1-611d-4338-9449-5b5e25bf3eff,1.0,0,0,False
2e990765-b7cf-48f2-b618-b3a3d89143d5,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,8498d1a2-f2b8-4f0f-b268-111a5a352921,1.0,0,0,False
8abbd1c3-8533-4132-98be-e2b6361ec83c,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,b323afa6-8d7a-4cd0-b702-96f95bd24c74,1.0,0,0,False
0ae47904-d470-40fa-8fb3-64cae0f79002,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,aabf4569-4468-42c8-86a6-488694a6b079,1.0,0,0,False
5ca5d823-ea94-4d39-b0a1-7a5036666e2d,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,a8742051-ed32-46ab-aa38-88feec81b176,1.0,0,0,False
068e30b9-26ee-42ee-bdec-7a2dc233e7de,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,b8fddf6a-42a3-4913-b6cf-cc4b5351ef73,1.0,0,0,False
f11bf8d4-a26e-4cc7-aeff-844513c0cc42,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,b4ee6db3-e786-466f-a7b0-5062dfc76588,1.0,0,0,False
7e25668a-f8f1-45c7-ba9a-62ea5c66d369,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,fcf6b480-eda8-417e-afbd-dd621d5254a8,1.0,0,0,False
fb2880ee-6e48-45d2-b16a-3e8f0268c758,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,50056e90-4963-4cab-8230-c272326a4e66,1.0,0,0,False
0177e884-2b68-41d0-9df6-24753b89b46e,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,0554b073-a9ea-4953-88e2-d59ed12026cc,1.0,0,0,False
f809f35a-019f-4150-ab2d-dac65a71e561,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,07fe572a-2e19-4171-bd95-52e6e4928e03,1.0,0,0,False
bfd19b87-c9b2-41b5-a4de-1625c76927f1,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,1b7fca67-7d48-4ff5-ba12-83acf8e4609a,1.0,0,0,False
862bd038-7c1e-4e37-b33c-60b37550a11b,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,f35e39a5-e403-4836-81c4-15bf3e415f04,1.0,0,0,False
3652ba0d-0368-4eec-bb3c-eaae2ee830dc,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,a58afb51-b3b3-4148-b98a-1ab2e80d3ae1,1.0,0,0,False
d725d643-1ff6-41a2-b2fb-f068bf3990f9,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,be0d4b8b-2de6-419b-8e2f-882b3b705df1,1.0,0,0,False
95b77491-56bb-4621-ae66-2d78c00ebe2f,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,2491a427-dcb8-44a8-b24d-15cfb47fac4c,1.0,0,0,False
e76f592a-f113-464e-8a12-310f3276ea96,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,dc40c769-cd38-473a-a634-8bf57dfcc3f6,1.0,0,0,False
0c77e0ae-11b4-4ab2-ac81-ade8e6260058,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,652bc57c-bf3e-4a77-a320-efcebe79ead1,1.0,0,0,False
902bc76c-afce-4155-89ad-26d265eb8cbf,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,bb0ae46b-8e84-49cf-a478-4c50a53bc582,1.0,0,0,False
63a41391-b67c-4e72-b3d4-8f814ab3c5a5,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,ea1f0071-6738-4740-b849-9836cf005366,1.0,0,0,False
e130e3c4-0422-4e09-8030-f82d1466daa5,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,947434f6-0e81-43e5-8577-6296a3135fde,1.0,0,0,False
e985f54f-9433-42b7-8a40-43d2a68bd9dd,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,968aafb8-938a-4024-a790-ef507b9c713b,1.0,0,0,False
b3481b2a-dc59-4bd7-a7eb-04e43e1bc00e,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,1ee04b80-8a5b-4eb4-9ac3-54760978b896,1.0,0,0,False
c2504244-b649-45d5-a261-9a4b5b893b95,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,e9f3ad58-4847-4d05-a461-f231bf5028d5,1.0,0,0,False
22d5fbf7-e99b-4f44-9b91-822df55a1149,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,b1ac6391-d89e-4f59-9a6c-2286ea49ea07,1.0,0,0,False
467b4ceb-c9a0-4369-9809-5a866b54e2aa,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,6af3e286-efb4-4db5-bd0b-cfd55883c03e,1.0,0,0,False
fdb62e51-1b34-4eb7-8409-ea36bda99220,9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,5ec8e360-dda0-472a-b4d1-68cf243cee49,1.0,0,0,False
