node_id,node_type,community_id
45ec4efc-ac9e-4afc-a4bc-4f9bda0056da,face,0
ff8e4715-92d6-4909-8a5c-187f73d29b49,face,0
2abe3301-f4cf-40d8-9cb7-2d826d406167,face,0
ec126489-6c10-41ef-90da-ad7ae6fd4e72,face,0
486cdc7a-e539-41e7-8ec6-fb7ee03caecd,face,0
16574674-3182-481d-ac8f-2fcf8118fbed,face,0
41b676dc-0992-401d-bad0-3ab755d1860f,face,0
a6802704-a2c9-4caf-ab0c-e3984d647aff,face,0
7c643600-ba73-49cf-a256-592d9b92eed2,face,0
f7d9a56f-4d8c-46ae-9c41-3f6ce5f1eece,face,0
afe68444-ce11-4dbc-87d1-2bad2304e969,face,0
e78dcfb6-957e-4d75-962b-a471245d787b,face,0
378be29f-845f-4ada-acad-d578b468530e,face,0
7ad00c61-e7c4-4d2b-9d45-9b528d14e516,face,0
c94e72ad-3742-4b2c-8fc0-962d305d5620,face,0
26f45732-7e9f-4be4-a2f9-497178c5d3f7,face,0
6b2e6461-9279-40b9-b1d9-67eae5c1d96e,face,0
a7901ff6-c1ad-4874-bf03-e564163b241d,face,0
4d8a85ad-8403-45a3-bbb2-e3a616bc98d5,face,0
8fde198d-319e-4ba1-b392-7964e5624b2b,face,0
c784b49f-5a65-4cd3-a47c-8fe2a8c5292e,face,0
8ec00650-4720-4d71-a82e-4b3da6064bec,face,0
8b8f56c4-1de7-4281-b197-1ec318fb4308,face,0
1aa755ad-62c7-49e2-8d4d-8545ae9f7e66,face,0
6441144e-07be-4337-95df-131298b66a9e,face,0
4053f43a-3238-453a-b54b-eee70d3c5460,face,0
652bc57c-bf3e-4a77-a320-efcebe79ead1,face,0
e337638b-16af-4f49-8bb9-a8200ca51fa8,face,0
910555a8-3231-4934-9c69-75eb1a04e4d2,face,0
aabf4569-4468-42c8-86a6-488694a6b079,face,0
5fcd0c91-53af-4f92-a4ab-837a378f9890,face,0
5f3bd978-ebcb-4ccb-9ffb-e32b6800f95d,face,0
9b74b8a3-d10e-46a0-bed6-7276ba231e99,face,0
52d57169-67da-4d37-b253-dc491dda4629,face,0
5ec8e360-dda0-472a-b4d1-68cf243cee49,face,0
bad3903f-3321-4e6c-b5df-c8db5eb802a7,face,0
df494c68-060b-45a4-96ad-8b6bfb1edfd4,face,0
8498d1a2-f2b8-4f0f-b268-111a5a352921,face,0
5e466e6f-f9e2-451b-8775-476c31a7549c,face,0
ffbe2a37-9ba6-4b2c-981a-42a287228a2e,face,0
ea8bbe31-1366-4ad2-822d-420880774b2a,face,0
465cf5ad-c300-488d-a2c3-e3d5a08a7b08,face,0
cf4dd2e0-18bc-44dd-86ce-079a2a25eaa6,face,0
07a6c28d-7ff5-4a1d-b86d-1d3643c71754,face,0
5415be2a-fd17-4cf1-97ce-79cce96971be,face,0
d617a7f5-0fa4-4151-85f5-eb67623eb5c4,face,0
e3a338af-6a02-44f7-b476-e8463df93c99,face,0
9f4a7136-305a-4ccb-ab4a-a0c835e3bae9,yobj,0
23fe87d7-7c0a-4c25-a04f-68e20a3e87d9,face,0
2770b2dd-1ba9-46ae-8d35-67acf2ee2a03,face,0
7a9ff3e2-bc82-4eea-bc1a-b7e542e7f93f,face,0
f8add3ec-06b6-4933-a745-7cd96040ccf9,face,0
bfdb7a00-90aa-4cfe-b277-8b0b2c0d75d8,face,0
695297a2-3780-410f-8a13-3d7f9fd2c80b,face,0
d0df968e-b809-4960-8ed4-803d0896bd7c,face,0
1b8c85e0-7e71-4e7d-b9cd-3abaf5d86685,face,0
442ec1f2-521b-4608-ac6c-fc34932fbe85,face,0
f109e51b-492e-4684-a08f-2eba38365bbf,face,0
f288df8b-ff56-4294-b757-1e153f01f9be,face,0
d454786b-c791-487d-bbc0-d55bcdc0d9aa,face,0
400c70bb-fff8-46ca-9ff6-ce2d7bacea31,face,0
78b9c23e-515d-4774-97ce-9e4afbfe5801,face,0
75de06ac-4636-4c1d-8ebc-ca822180c11c,face,0
d502331e-a012-4969-b3db-32749ef6bdb3,face,0
520da194-d305-4590-a5bc-050810e35ada,face,0
7db51987-9c63-4f3d-bd18-c955bcb09596,face,0
e185eec3-5f69-4f49-ae70-aa2552f542c7,face,0
83c9cbd1-0c7a-41fc-bd58-db4f00146168,face,0
e1adf4ee-3f2c-429a-8537-23ab835b132c,face,0
827a0269-0966-479e-9d68-647c0abd00d9,face,0
eea9fdf2-45e3-411a-8e3d-fde79709b4b9,face,0
b71ca25e-7ecb-41ef-9bea-4458a1e772fe,face,0
9346b962-6b22-4618-95d6-211daad6875d,face,0
39a375c8-7cfe-40a0-9a22-c3e913680ff1,face,0
a682b1d3-b7a2-4a6f-8993-e1384359896d,face,0
13714d7e-88d0-4287-b91d-f9f6e60cbd9b,face,0
e8a7f253-4be7-403c-a8cb-3c4386cf5000,face,0
3244cc16-9e8b-4e0f-bc38-863679ba1df0,face,0
fc47f93b-00ac-4fa2-a392-21fe8d4cd7e9,face,0
ec809389-f35b-4841-909d-7c49068ac36b,face,0
8cb5b942-dca8-46ff-943c-b703926bcb11,face,0
609cbefd-c1b7-4355-bf32-ed402c19055e,face,0
352edb5f-e648-4b54-8543-8a53cdf91fe7,face,0
82287456-feee-4f16-8f20-6f6713ef7a4e,face,0
684244e2-199c-4962-a1fc-5a4ecb3a6ce1,face,0
3b22d148-1069-4485-8c0a-51eee0167377,face,0
1ee04b80-8a5b-4eb4-9ac3-54760978b896,face,0
bb0ae46b-8e84-49cf-a478-4c50a53bc582,face,0
75c32e68-8209-4577-9f4f-9676cdee7c08,face,0
5d7cff5c-f74d-492c-85b1-85f2c689fed6,face,0
56e02e9e-3b7d-4037-8eeb-7fc5f2a51938,face,0
c9edee86-de18-40a5-be20-87067a1c69ad,face,0
778d79e2-5496-47b2-8465-691c275df34a,face,0
fbc19100-2a35-491c-994b-3f98f45e6510,face,0
b0f220d1-e5a1-4362-8392-2d7b5500f7b1,face,0
7386e511-2e82-4c8f-b159-fcbc222b1f52,face,0
9a525cfc-e281-4bcc-96fa-d9c4c7305d92,face,0
9c56e85f-b67e-4b95-a815-abb842900c53,face,0
4b8f8c09-29d3-4d40-add8-72c095d57c82,face,0
27c13727-a586-406b-b65e-100bc63222ad,face,0
4e890a34-a173-48f3-b0ee-879b5a4729cd,face,0
c68f9973-81e3-43a8-ae1d-7e79ec06d147,face,0
dfcc500a-469a-4909-98a7-f14832b82614,face,0
977b7ae8-99a2-43b6-93e1-d35e7b4bed11,face,0
297a8e29-e2f9-44b7-a686-12e72d24a5fa,face,0
dea768f1-0040-4a93-bf66-1251b6855fbf,face,0
f7a08eb1-0ca1-4034-b0ce-c568b2a051ce,face,0
b8fddf6a-42a3-4913-b6cf-cc4b5351ef73,face,0
e03ed2ce-54c2-49df-bc76-431a5dde2ae8,face,0
80dc381a-3fd5-469a-8c90-4e1278301330,face,0
e0fe2a9e-d1f6-4c90-9a5d-749672e4598a,face,0
77e8f619-308f-4beb-a16a-5e4a4b35041f,face,0
a6d3c80d-e937-4fdd-91e5-2925f00398bb,face,0
78c18105-5c15-40a5-a720-9adda2c2bc15,face,0
5ba389ce-1558-43bb-9c33-44d94a5cc2c3,face,0
d9826a9c-2a87-4394-aa88-38e52cc13c00,face,0
a55e03fe-3526-4869-b7a3-4df4ca8ae0dc,face,0
187e9a8b-0a14-453a-a913-cc982f682a83,face,0
5ecbb3d3-d485-496b-8a15-5395084c9dc6,face,0
6c41d567-f643-458b-a993-ac73f50313a5,face,0
7419f5c5-856b-4da5-b0e1-aeed7bbdadd7,face,0
3d1af3f2-2d7b-44f5-a4be-f9059f174c77,face,0
63a2f409-b676-4897-812d-b053321c3d71,face,0
ffdffc71-d66b-4836-b698-a70d5619a803,face,0
cc97dd7d-f4be-424f-b07e-6636df8d321e,face,0
0f0def3c-ff92-4485-b3a1-17de81004642,face,0
fa76b940-4c23-4c12-8d2f-d9eb726370b3,face,0
947434f6-0e81-43e5-8577-6296a3135fde,face,0
9ff5c634-bf86-446a-ad76-88f93da4a074,face,0
03f81390-d3f6-4e5e-a435-0f175e312f23,face,0
1bf0a3af-66a8-4751-add6-ea8fb98bc6e4,face,0
318f2764-1dd3-4f2a-a635-3e3e87e6fdcf,face,0
aaf4aa4d-5f93-4e87-8875-19d4d67bc663,face,0
c9c1bafd-78ad-4ac7-9c9f-75c1f4b83787,face,0
8667f866-2274-4acf-ae03-17ecaf9fd1e5,face,0
3bfa2e71-6f2f-4c2a-9c3d-805eed1ce843,face,0
cd08be12-986c-4c02-bca1-c25b0765e29d,face,0
9d5868ef-9ca8-4abd-8f9f-407fe96afc02,face,0
70456ca7-263e-49fb-8442-e7c47791136d,face,0
1d96ccf8-d072-494f-a5f9-785485c20b8e,face,0
58544875-4dec-44a2-a232-b82337193d14,face,0
0554b073-a9ea-4953-88e2-d59ed12026cc,face,0
0c03e1f6-aca5-4070-83d9-aa35b974b059,face,0
4d727904-d033-4d27-94f4-95358dbb6113,face,0
0f57bde0-f8e0-4a8f-a1b4-20d639d521e9,face,0
8ebf8986-1be5-4c99-9bb7-6fb2b2b12cb9,face,0
9dcada6a-d543-4af1-9fde-319d27908cd8,face,0
f9d53f59-d4de-4044-88e6-5c145208c066,face,0
a6c6ca53-4d86-4e37-956f-82a8f27c61e6,face,0
1b7fca67-7d48-4ff5-ba12-83acf8e4609a,face,0
8a7c8718-56e8-4698-8f74-123d1dc6449f,face,0
003ac188-2415-4508-9f0f-f26ab745ffd4,face,0
7c5ed079-16c3-4456-88e0-3545463a7061,face,0
07ddde63-55a9-45b2-81ed-7ef010677839,face,0
a9a1f23b-cb9a-42e0-a1dc-20662f592437,face,0
bdbfe630-0516-49c9-baaf-392b5add6222,face,0
56245f96-ee58-47df-9660-d0eb83506e27,face,0
e9f3ad58-4847-4d05-a461-f231bf5028d5,face,0
ec688ab4-2acb-4564-9fa5-0b1ea4419349,face,0
ec7d574c-9395-4f91-8f04-6f7f2b53baba,face,0
2b5af386-227e-4e1e-9225-fdfa2d9ec058,face,0
544b5f81-e987-45a7-b555-0e13e9a0306a,face,0
8eef2ab6-d300-4fa0-9a58-82a97aed8943,face,0
177061fe-ec09-46ae-9e1b-d76b3a714c5d,face,0
6f79ce60-82ad-4455-97c1-236b601d081f,face,0
76e739d6-9b7f-4067-9628-17e416c51a1b,face,0
95d87a03-8bc4-4934-ac20-56694d5db6ae,face,0
9fa35f40-c9ba-46ac-ba67-63983240cf90,face,0
0d33571a-9cf2-40de-968e-e786d194c114,face,0
e6cb6b6d-bd60-43ca-a718-85717c0af508,face,0
7dd81563-624a-4da8-9fde-2e54cedc8894,face,0
05bea830-f702-4bc9-8411-65771923b05f,face,0
f43dbfc2-fcb1-4b90-9545-57fc76b3d97a,face,0
b701a0e4-3eee-4cda-af70-04495604b6bb,face,0
70f2c33a-2a3f-4a68-8aee-4a8eb8c38c19,face,0
9ac52072-05d3-4ac7-8ca2-f4d2ad330478,face,0
cf9859fc-5dfe-4a05-869f-71b2f4f0df57,face,0
fa216372-434d-4008-bcc6-fdef796be056,face,0
938406ff-ffd3-498c-872c-50620b5eae2b,face,0
bc46d9f0-370a-4007-bc11-85a5950a3b02,face,0
8ac3a433-5dc8-473e-a9a6-a8a25e9330e0,face,0
0ecc2bc7-e62a-487e-994c-e24cdf5b53bd,face,0
f6a72b0e-c923-4770-8e10-11ba2f8fa9dd,face,0
fdcb12b9-b447-433c-a3f0-a540962bf198,face,0
c1d01485-9262-4c60-a173-f32932c862e6,face,0
9b179d70-4acb-4c6f-bd14-34bea55c6519,face,0
5bf9cb3f-0b02-4da1-9b4d-d90d2f331a13,face,0
abe485d4-0e48-4151-beed-55a48cc55887,face,0
9d22e97b-0803-454e-84e6-e2add4d0dbba,face,0
06f4cbc2-d1f6-47df-8214-1aa1cd3f9274,face,0
186c2908-b461-4350-8144-547ce697e25b,face,0
ed284607-066d-44bc-8bc5-3b12f7a05867,face,0
5e28e9e6-38de-4d6f-803a-2c6c1a69fac1,face,0
2a7634aa-fc3f-4a77-bcc5-8c9a929802f1,face,0
d476c325-f07b-4577-abd0-69a15c53ddbd,face,0
8f1adde3-624c-409d-a7e4-65bc8bf80028,face,0
488dc9d5-ad32-403a-8c92-bf93c9f47bdb,face,0
8d0672f8-d2ec-45de-a4da-345b931f1632,face,0
037de224-d1c2-4e8b-8b21-3f8d2bb5c64b,face,0
9e113df9-11c7-41a7-97c1-6830cace22b0,face,0
b1ac6391-d89e-4f59-9a6c-2286ea49ea07,face,0
7d8eccb9-8392-444c-9963-dba3329fcb23,face,0
0cc53225-de63-4d5b-bd4c-481122ec47f7,face,0
416d1463-463e-46b3-b25b-5b4f04545059,face,0
cfeec54f-fd33-4e2d-a9a4-6ba82b214a91,face,0
5839e509-10ec-48a8-8dfc-a4a4cc02b903,face,0
2d79725e-b732-40e0-92cf-d30be17979b4,face,0
d33e76ab-b8f8-40a4-803a-ee8dfae46d09,face,0
50afaedb-a71e-406d-b92c-e186d7bdb6a7,face,0
acf6edc8-3fd4-4e2e-8cbf-ce8602e909e4,face,0
6ebc3221-7aa8-437e-84ec-03d21c73920b,face,0
c1b9c332-297c-49b9-b369-6fe8a45fd225,face,0
26272288-902b-4f46-b5ad-dd5f59d74f27,face,0
0b1e7a62-fff1-421f-8bb6-dc8b98225ff7,face,0
9345a0c7-18a9-4cdf-ace5-a71225706f7f,face,0
d7ec8763-c27c-434d-9bf9-29b59443346e,face,0
ee276b3e-9eba-44cb-bb4d-8112aa628e48,face,0
ecf1cef9-db0b-4f3f-a96b-aa8f5e9af6f3,face,0
a7e43423-e093-4682-a945-a96f8af91a35,face,0
22115fea-f60f-48ac-8e1d-9a85c8ccdd25,face,0
f86e28bd-cbd9-4425-a6ab-27f6b85ddeb1,face,0
8140f88c-1bfd-4e21-8b52-5564e60a8633,face,0
c8e6e00c-1e15-4284-8f3f-561245ba94e1,face,0
688b0412-c4ae-4732-a926-aebe3d56a7ac,face,0
d0c0da0a-b519-45cb-bd21-3c9688b1354b,face,0
b0b5507c-34da-4660-a528-17b9c512edd6,face,0
3ea8baf7-378a-4a48-b26c-7a6c281ba3fd,face,0
aeabe00d-57b4-436c-bdad-5ec160039c27,face,0
19b574a4-68df-4aa2-b0a3-4b24e23d2f0e,face,0
69088dd4-d448-4ba6-abe5-a98ec0dcff8e,face,0
040085f3-3791-4c85-9fea-fac0f2a64b4d,face,0
3a4c9ef4-e600-4936-b9dd-2ebfc3e7edb5,face,0
0b4ef6df-23f9-4999-b484-dd8effb957bb,face,0
bc79ea19-d821-461c-a7b3-1d3500385583,face,0
eb231b22-99d1-47a7-a358-6767aab2f33f,face,0
8e606d7f-e7d4-4041-9c45-636fb0582662,face,0
850a0260-ad45-48ac-82c5-2ddea409dc77,face,0
ab8e7a09-b06c-487a-a4b3-ce7ef631e84c,face,0
36f186fc-20a0-45b1-a2b9-fb83449e126c,face,0
09524640-9b4f-4fff-957b-2a42fd6890b1,face,0
429fac13-66c5-4331-9fc8-115418dbccce,face,0
3b5643dc-c711-4fa4-8a85-5e3c581fbc3b,face,0
1ae270d9-d04f-4766-a634-3da0a3d4a925,face,0
f7025d3f-81ba-4790-add6-5bb1968cd086,face,0
5d454fea-23ac-444b-8c45-0fa73b6ab151,face,0
14bf9daa-6ae2-465a-898b-cc7403c09a7e,face,0
d1ff8600-1101-4fab-bfcb-a8540bb2fbe4,face,0
acd5ca17-3c37-4e2d-b375-29b163044c76,face,0
a6d2044d-3c36-435d-8dd7-9a3e683aacb6,face,0
66eb435d-452b-4d52-af61-a69e7ed326c8,face,0
f491321a-4760-4dfc-a63e-82d06d264c3f,face,0
c5a43c00-1c63-4840-ade3-5a0d30b196d2,face,0
da8d2004-cfdc-4ac5-8e51-1f1a66ed106a,face,0
af78e9fd-1dc7-4fbd-ba80-d21ca2b7047b,face,0
cec037de-3d44-4ad2-b2b3-794f4d36ad98,face,0
762a1bf1-4f2e-4c35-ab68-da22f298f395,face,0
9fc6cd98-47bc-426b-907c-63594b431cb6,face,0
fe1102d1-2790-4b13-9f93-54ca615671c9,face,0
ec324d85-0be8-4c3c-b146-f5f74c7e3590,face,0
3a2f76bb-375d-4350-b65e-20c0dae534a9,face,0
adc559a9-b529-4c9b-b552-56f0b67a1900,face,0
a4b9df26-288e-48bc-8e64-c31ce7535d0e,face,0
b9625d97-6e33-4c5d-853f-6d51f4b46c4c,face,0
5f9541e2-8362-46cf-89db-ee1f3b86eac8,face,0
b1f85298-823a-43c2-86b5-6b52552ce217,face,0
44f8b3f0-9171-418c-8dc1-b535e10a0f02,face,0
be6a5253-f3ba-4004-bfeb-d5242a104aef,face,0
96472193-3398-4a9f-9b24-2fae6bcf401f,face,0
fd57faad-4ff4-4c36-9835-9094e6056b53,face,0
985c792a-f5b6-41cd-a42e-554ddd6c8e86,face,0
64e26a8e-64b8-40b9-9ca4-30716c175619,face,0
cfbcad4d-4c28-4e19-a9b8-ef66e41c4884,face,0
4d6f7899-3ae3-4b08-8796-ad9f57efaade,face,0
786b459c-a14b-4c4f-800b-84ad6fc8cd45,face,0
19242c3d-9d7a-496c-b956-25e1a233a9e3,face,0
04081505-241d-4930-8fe1-0c9f0a1c611c,face,0
8fa862ec-b19e-4167-8eb9-10370d4229ae,face,0
c7071f17-acf4-4486-8c34-92d69ef613b7,face,0
66b0140c-7f78-45ed-b8f2-b791ac87b7de,face,0
2a656754-1d2a-45f8-8c3c-3a9390ba71ff,face,0
9f52be78-c0b0-476d-884c-7ee36a88c916,face,0
56e75876-74f5-4776-b950-b2b025611521,face,0
0046741c-6a2f-477f-acdb-3dc0e34134ef,face,0
bb47aaf7-8005-4b35-b268-ccbb0e65f96c,face,0
7fc11d49-2dbc-4210-97f6-ff4a09f277da,face,0
c8a41184-cbaf-4eb0-a79b-ac2b31a18e65,face,0
e322ce2f-424b-41ac-95f2-d4d84a5c864d,face,0
e702bdce-edac-4f37-adc4-ec2a8ac8d382,face,0
8c10a135-5c35-48af-91c1-049b40a3fb76,face,0
b323afa6-8d7a-4cd0-b702-96f95bd24c74,face,0
7eb18080-133d-4972-af7e-1a3fadb906a6,face,0
8ac8a46b-f8ad-4fe5-bad5-42150cb0d876,face,0
c61b5a6f-2a29-4a10-81e3-ab413c9e0ace,face,0
d4d57540-6cbf-40aa-81ea-98c4f5149a3a,face,0
db6ba7ef-895a-482d-867b-d08c4f459e01,face,0
7d7b8d02-3885-436b-8989-a4f4b7c6e38c,face,0
0bfd4e67-b1d2-439b-b3e3-dc10d15bdac7,face,0
7c55866d-9761-4822-873f-4f520996e7ae,face,0
4d1d899c-9839-4886-bfab-8600f6c3b2cb,face,0
a3f24d72-9949-42fc-88af-6e20c3a598e3,face,0
bed3a02e-4e22-4293-849d-3d966c197342,face,0
f0015561-272f-4a67-8db6-94c0f5e2550b,face,0
ec50444d-aa5a-4ae3-ac62-4183cdc58727,face,0
06c72667-c7ec-4e4f-bb64-da4184ce672f,face,0
65197692-bd1f-4cb3-860f-8328d21e60eb,face,0
a4b3b499-0b08-40ff-88a4-118afe9c20ad,face,0
20425f3b-11a4-4857-9d7d-b9345c7484e8,face,0
df152c03-9c83-483f-ad30-e1a6d4c55100,face,0
a040fd97-cd7a-4808-a64b-c71a1eedaab1,face,0
0c620442-ff62-4740-9bf5-89ae35aacd67,face,0
7a5b718d-eb2d-4a70-b766-2fd5b5e5a048,face,0
cfd1361c-c573-4fee-bf53-03d14fb47ed6,face,0
0b19cd2e-95f2-462a-961c-7a4785339171,face,0
9ece5d36-8656-4505-8515-b82856484b0c,face,0
04af1e14-0dce-41b3-b0e9-aefdb21f83fc,face,0
ad40ca71-c1aa-47b5-8c09-9424a63dc617,face,0
7bd4e6e3-2f45-4772-a019-b8fce068639d,face,0
35ea8e7a-1297-4422-8258-7d8d2ed67aca,face,0
1d32b02c-2125-4498-9d60-9e9902319fcb,face,0
1a859065-650d-44d2-af18-2b182a4c4464,face,0
be024070-d0fb-4d2d-8779-d8d9cb498283,face,0
dba996ed-d90e-4e64-9e1a-7391f280c463,face,0
e7f9acff-d5f5-4263-9565-1ea4b19373fe,face,0
c79014b6-ec2f-4217-a0ed-4ac303aa2bc2,face,0
40aaed4d-9fe7-4296-8835-788d28304b4b,face,0
12b31db5-97dc-43e7-8b5d-78842e053a09,face,0
1ceca66e-4751-4ac3-9a36-a13918f05543,face,0
7061d1dd-3af3-4ea0-8578-44d63d989aa6,face,0
4cf2cade-1bda-4e2a-9fec-3afcf781ce27,face,0
dc40c769-cd38-473a-a634-8bf57dfcc3f6,face,0
0efdbf1c-fdbd-4074-b6ff-d601b13b4fb0,face,0
2c450b62-26bb-4f1e-8239-92b8badc22cb,face,0
a8e5c523-d96a-415e-97e2-94d627dfff4f,face,0
a58afb51-b3b3-4148-b98a-1ab2e80d3ae1,face,0
c2dbc7a3-2163-49e8-9da0-4585ec3618e1,face,0
19f4a13c-ba2f-4dab-8f0a-2264766bb5b7,face,0
6b22e29a-a418-4099-8e5d-d1d3ef44e6b0,face,0
968aafb8-938a-4024-a790-ef507b9c713b,face,0
1a4517b1-41b4-46b7-8d2c-de5dc682d75c,face,0
bcb3a8a4-ac0f-47bf-a72b-83e7e4e5f376,face,0
b6039b9f-d8de-4cac-9f35-414744926884,face,0
f0b58c42-84cd-4d9f-a98f-53380dbcfa63,face,0
98933921-2834-4ae9-8d8c-89cf256664ff,face,0
581e9bfc-faac-426c-abc8-92a13f40dd94,face,0
4d74648d-e4b8-48ff-8f16-6ef8b222012d,face,0
84ac16a8-7c7a-4ad0-b2f7-1f660a5a2c1f,face,0
6d2feefb-0ac7-4607-9ac0-c2281a0c1029,face,0
dc619915-6ffb-4dcc-9585-005be25d0107,face,0
852b1725-8b1c-4f04-97f7-cc4b2768bac3,face,0
0cefdd90-697f-46ab-986e-f8b61e6c02db,face,0
edb3398b-999f-4f90-8466-3afc483c6edb,face,0
db61565d-528f-4801-a7a8-459754b575a1,face,0
6452186d-9a9e-4504-8027-2ab46814077b,face,0
30093edb-5bfe-4615-b3c5-251a80c5d4c8,face,0
b137dfeb-315c-47b5-865a-c43cb0814afc,face,0
179ed881-e927-4277-99d1-07c4ff1cf285,face,0
9dd05426-5582-4be4-a358-f81b610d760d,face,0
e281694b-44bd-4d9d-8f50-8005d780b04b,face,0
83996a75-4789-416a-8fc1-a46965c58deb,face,0
060922e5-4419-41ae-a186-ad320620f9ff,face,0
b066133d-d3e8-4050-be91-c3a44d07616c,face,0
e926fa09-d16c-4c32-be58-1203a9355387,face,0
f550698d-7e76-4b6e-ac46-395ca8a232d0,face,0
28937ffc-97d7-4097-a672-28624b0406d7,face,0
14a99f41-8d5c-4628-9440-996657745bbc,face,0
04997683-fb2b-4f77-bd03-85329d3f56f9,face,0
43a7bec9-157d-4359-bd93-701ef9226b93,face,0
b429b543-e19f-4118-876a-006c64ae41b5,face,0
61165b98-29c3-4178-bd44-568e3c36d20e,face,0
4231234a-7e12-4da2-90ad-b4637671d16d,face,0
095fdc12-1fc1-4780-999a-40125d30d96d,face,0
60f8e14d-1831-4a83-be0b-9b3b2e369b96,face,0
c7e2a0b5-317b-4e86-9a55-961eea311264,face,0
9141253a-507a-4bb6-a793-35e90e2b0175,face,0
50d16e76-3f7c-4001-89de-1143f77e4df9,face,0
9588baf3-914b-4855-bf36-8b93957a0ebb,face,0
c4570d79-ef30-4834-8d18-7720ee0a7c58,face,0
0e21872a-931b-4c25-811f-cac2df675185,face,0
788f6726-514c-49f6-9e87-a08e3a3ee3b4,face,0
5d89a2eb-a2da-486c-80fd-91704f061b08,face,0
200d48bf-6b74-4e49-96b1-6300c1641c04,face,0
d1114125-f1a2-4e30-af74-e9e65ff51fb7,face,0
e279c73f-1d69-49a7-8610-bca13f5ebd42,face,0
5aaafa43-2c9c-4680-a494-ff6baa271774,face,0
76835ca6-3aae-4e84-be2c-f764170c4653,face,0
14cb19a1-f849-4648-aee4-93fca708a473,face,0
cf173ea6-92e4-4b16-b969-9b2b7d1db7da,face,0
f35e39a5-e403-4836-81c4-15bf3e415f04,face,0
0012f97e-447b-4ae1-923b-150d1e02a8b4,face,0
319ba040-baa8-4bf6-9dc1-25fbdbb3a1e7,face,0
e838941b-a413-48cc-971a-85a6a9717b55,face,0
327e8396-3733-4b37-8b5e-41e838ada3b1,face,0
4485a748-59b3-4073-a5cd-852c85ff196a,face,0
af39de4a-0445-432f-b2a7-c9116c3e748e,face,0
7e8c02fb-0fad-40d9-8112-ef6fc016d7fd,face,0
ed069ecf-c559-4207-a72b-3684b410e4a2,face,0
5ec45abf-8287-4a6e-90e6-41d5386a6896,face,0
d7f9bfbb-6a86-49cd-8ce4-eaf120daa7ee,face,0
52dfb804-e4d8-4285-97ae-7b3581351448,face,0
8bb95625-a273-4afc-9340-adf3d1937007,face,0
8c154b24-3213-431d-bf4c-fdf1a0c2dfb2,face,0
58f2964a-cb74-4d6c-9530-cca550e9c1e8,face,0
39a86b7b-cbf8-41b8-9946-42d9021663b5,face,0
e104b4d0-6784-44dd-af36-c314c4ea4146,face,0
7f951416-e4b2-4568-ad9c-f03194d2b158,face,0
40c7b800-ed7c-471f-aba0-96cc3a1180a1,face,0
375e8b5f-c642-418f-9acd-d520ad671726,face,0
2491a427-dcb8-44a8-b24d-15cfb47fac4c,face,0
b2286b70-6a4d-4eaa-92a3-b3bb6db9606c,face,0
d4530256-af26-4483-9429-7dad02c0def4,face,0
